test_case,faulty,test_code
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testPreconditions1",0,"@Test(expected=NumberIsTooSmallException.class)public void testPreconditions1(){HarmonicFitter fitter=new HarmonicFitter(new LevenbergMarquardtOptimizer());fitter.fit();}"
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testNoError",0,"@Test public void testNoError(){final double a=0.2;final double w=3.4;final double p=4.1;HarmonicOscillator f=new HarmonicOscillator(a,w,p);HarmonicFitter fitter=new HarmonicFitter(new LevenbergMarquardtOptimizer());for (double x=0.0;x < 1.3;x+=0.01){fitter.addObservedPoint(1,x,f.value(x));}final double[]fitted=fitter.fit();Assert.assertEquals(a,fitted[0],1.0e-13);Assert.assertEquals(w,fitted[1],1.0e-13);Assert.assertEquals(p,MathUtils.normalizeAngle(fitted[2],p),1e-13);HarmonicOscillator ff=new HarmonicOscillator(fitted[0],fitted[1],fitted[2]);for (double x=-1.0;x < 1.0;x+=0.01){Assert.assertTrue(FastMath.abs(f.value(x)- ff.value(x))< 1e-13);}}"
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.test1PercentError",0,"@Test public void test1PercentError(){Random randomizer=new Random(64925784252l);final double a=0.2;final double w=3.4;final double p=4.1;HarmonicOscillator f=new HarmonicOscillator(a,w,p);HarmonicFitter fitter=new HarmonicFitter(new LevenbergMarquardtOptimizer());for (double x=0.0;x < 10.0;x+=0.1){fitter.addObservedPoint(1,x,f.value(x)+ 0.01 * randomizer.nextGaussian());}final double[]fitted=fitter.fit();Assert.assertEquals(a,fitted[0],7.6e-4);Assert.assertEquals(w,fitted[1],2.7e-3);Assert.assertEquals(p,MathUtils.normalizeAngle(fitted[2],p),1.3e-2);}"
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testTinyVariationsData",0,"@Test public void testTinyVariationsData(){Random randomizer=new Random(64925784252l);HarmonicFitter fitter=new HarmonicFitter(new LevenbergMarquardtOptimizer());for (double x=0.0;x < 10.0;x+=0.1){fitter.addObservedPoint(1,x,1e-7 * randomizer.nextGaussian());}fitter.fit();}"
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testInitialGuess",0,"@Test public void testInitialGuess(){Random randomizer=new Random(45314242l);final double a=0.2;final double w=3.4;final double p=4.1;HarmonicOscillator f=new HarmonicOscillator(a,w,p);HarmonicFitter fitter=new HarmonicFitter(new LevenbergMarquardtOptimizer());for (double x=0.0;x < 10.0;x+=0.1){fitter.addObservedPoint(1,x,f.value(x)+ 0.01 * randomizer.nextGaussian());}final double[]fitted=fitter.fit(new double[]{0.15,3.6,4.5});Assert.assertEquals(a,fitted[0],1.2e-3);Assert.assertEquals(w,fitted[1],3.3e-3);Assert.assertEquals(p,MathUtils.normalizeAngle(fitted[2],p),1.7e-2);}"
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testUnsorted",0,"@Test public void testUnsorted(){Random randomizer=new Random(64925784252l);final double a=0.2;final double w=3.4;final double p=4.1;HarmonicOscillator f=new HarmonicOscillator(a,w,p);HarmonicFitter fitter=new HarmonicFitter(new LevenbergMarquardtOptimizer());int size=100;double[]xTab=new double[size];double[]yTab=new double[size];for (int i=0;i < size;++i){xTab[i]=0.1 * i;yTab[i]=f.value(xTab[i])+ 0.01 * randomizer.nextGaussian();}for (int i=0;i < size;++i){int i1=randomizer.nextInt(size);int i2=randomizer.nextInt(size);double xTmp=xTab[i1];double yTmp=yTab[i1];xTab[i1]=xTab[i2];yTab[i1]=yTab[i2];xTab[i2]=xTmp;yTab[i2]=yTmp;}for (int i=0;i < size;++i){fitter.addObservedPoint(1,xTab[i],yTab[i]);}final double[]fitted=fitter.fit();Assert.assertEquals(a,fitted[0],7.6e-4);Assert.assertEquals(w,fitted[1],3.5e-3);Assert.assertEquals(p,MathUtils.normalizeAngle(fitted[2],p),1.5e-2);}"
"org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testMath844",0,"@Test(expected=MathIllegalStateException.class)public void testMath844(){final double[]y={0,1,2,3,2,1,0,-1,-2,-3,-2,-1,0,1,2,3,2,1,0,-1,-2,-3,-2,-1,0,1,2,3,2,1,0};final int len=y.length;final WeightedObservedPoint[]points=new WeightedObservedPoint[len];for (int i=0;i < len;i++){points[i]=new WeightedObservedPoint(1,i,y[i]);}new HarmonicFitter.ParameterGuesser(points);}"
"org.apache.commons.math3.stat.descriptive.SynchronizedDescriptiveStatisticsTest.testSetterInjection",0,"@Test public void testSetterInjection(){DescriptiveStatistics stats=createDescriptiveStatistics();stats.addValue(1);stats.addValue(3);Assert.assertEquals(2,stats.getMean(),1E-10);stats.setMeanImpl(new deepMean());Assert.assertEquals(42,stats.getMean(),1E-10);}"
"org.apache.commons.math3.stat.descriptive.SynchronizedDescriptiveStatisticsTest.testCopy",0,"@Test public void testCopy(){DescriptiveStatistics stats=createDescriptiveStatistics();stats.addValue(1);stats.addValue(3);DescriptiveStatistics copy=new DescriptiveStatistics(stats);Assert.assertEquals(2,copy.getMean(),1E-10);stats.setMeanImpl(new deepMean());copy=stats.copy();Assert.assertEquals(42,copy.getMean(),1E-10);}"
"org.apache.commons.math3.stat.descriptive.SynchronizedDescriptiveStatisticsTest.testWindowSize",0,"@Test public void testWindowSize(){DescriptiveStatistics stats=createDescriptiveStatistics();stats.setWindowSize(300);for (int i=0;i < 100;++i){stats.addValue(i + 1);}int refSum=(100 * 101)/ 2;Assert.assertEquals(refSum / 100.0,stats.getMean(),1E-10);Assert.assertEquals(300,stats.getWindowSize());try {stats.setWindowSize(-3);Assert.fail(""an exception should have been thrown"");}catch(IllegalArgumentException iae){}Assert.assertEquals(300,stats.getWindowSize());stats.setWindowSize(50);Assert.assertEquals(50,stats.getWindowSize());int refSum2=refSum - (50 * 51)/ 2;Assert.assertEquals(refSum2 / 50.0,stats.getMean(),1E-10);}"
