test_case,faulty,test_code
"org.apache.commons.math.analysis.SplineInterpolatorTest.testInterpolateLinearDegenerateTwoSegment",0,"public void testInterpolateLinearDegenerateTwoSegment()throws Exception {double x[]={0.0,0.5,1.0};double y[]={0.0,0.5,1.0};UnivariateRealInterpolator i=new SplineInterpolator();UnivariateRealFunction f=i.interpolate(x,y);verifyInterpolation(f,x,y);verifyConsistency((PolynomialSplineFunction)f,x);PolynomialFunction polynomials[]=((PolynomialSplineFunction)f).getPolynomials();double target[]={y[0],1d,0d,0d};TestUtils.assertEquals(polynomials[0].getCoefficients(),target,coefficientTolerance);target=new double[]{y[1],1d,0d,0d};TestUtils.assertEquals(polynomials[1].getCoefficients(),target,coefficientTolerance);assertEquals(0.0,f.value(0.0),interpolationTolerance);assertEquals(0.4,f.value(0.4),interpolationTolerance);assertEquals(1.0,f.value(1.0),interpolationTolerance);}"
"org.apache.commons.math.analysis.SplineInterpolatorTest.testInterpolateLinearDegenerateThreeSegment",0,"public void testInterpolateLinearDegenerateThreeSegment()throws Exception {double x[]={0.0,0.5,1.0,1.5};double y[]={0.0,0.5,1.0,1.5};UnivariateRealInterpolator i=new SplineInterpolator();UnivariateRealFunction f=i.interpolate(x,y);verifyInterpolation(f,x,y);PolynomialFunction polynomials[]=((PolynomialSplineFunction)f).getPolynomials();double target[]={y[0],1d,0d,0d};TestUtils.assertEquals(polynomials[0].getCoefficients(),target,coefficientTolerance);target=new double[]{y[1],1d,0d,0d};TestUtils.assertEquals(polynomials[1].getCoefficients(),target,coefficientTolerance);target=new double[]{y[2],1d,0d,0d};TestUtils.assertEquals(polynomials[2].getCoefficients(),target,coefficientTolerance);assertEquals(0,f.value(0),interpolationTolerance);assertEquals(1.4,f.value(1.4),interpolationTolerance);assertEquals(1.5,f.value(1.5),interpolationTolerance);}"
"org.apache.commons.math.analysis.SplineInterpolatorTest.testInterpolateLinear",0,"public void testInterpolateLinear()throws Exception {double x[]={0.0,0.5,1.0};double y[]={0.0,0.5,0.0};UnivariateRealInterpolator i=new SplineInterpolator();UnivariateRealFunction f=i.interpolate(x,y);verifyInterpolation(f,x,y);verifyConsistency((PolynomialSplineFunction)f,x);PolynomialFunction polynomials[]=((PolynomialSplineFunction)f).getPolynomials();double target[]={y[0],1.5d,0d,-2d};TestUtils.assertEquals(polynomials[0].getCoefficients(),target,coefficientTolerance);target=new double[]{y[1],0d,-3d,2d};TestUtils.assertEquals(polynomials[1].getCoefficients(),target,coefficientTolerance);}"
"org.apache.commons.math.analysis.SplineInterpolatorTest.testInterpolateSin",0,"public void testInterpolateSin()throws Exception {double x[]={0.0,Math.PI / 6d,Math.PI / 2d,5d * Math.PI / 6d,Math.PI,7d * Math.PI / 6d,3d * Math.PI / 2d,11d * Math.PI / 6d,2.d * Math.PI};double y[]={0d,0.5d,1d,0.5d,0d,-0.5d,-1d,-0.5d,0d};UnivariateRealInterpolator i=new SplineInterpolator();UnivariateRealFunction f=i.interpolate(x,y);verifyInterpolation(f,x,y);verifyConsistency((PolynomialSplineFunction)f,x);PolynomialFunction polynomials[]=((PolynomialSplineFunction)f).getPolynomials();double target[]={y[0],1.002676d,0d,-0.17415829d};TestUtils.assertEquals(polynomials[0].getCoefficients(),target,coefficientTolerance);target=new double[]{y[1],8.594367e-01,-2.735672e-01,-0.08707914};TestUtils.assertEquals(polynomials[1].getCoefficients(),target,coefficientTolerance);target=new double[]{y[2],1.471804e-17,-5.471344e-01,0.08707914};TestUtils.assertEquals(polynomials[2].getCoefficients(),target,coefficientTolerance);target=new double[]{y[3],-8.594367e-01,-2.735672e-01,0.17415829};TestUtils.assertEquals(polynomials[3].getCoefficients(),target,coefficientTolerance);target=new double[]{y[4],-1.002676,6.548562e-17,0.17415829};TestUtils.assertEquals(polynomials[4].getCoefficients(),target,coefficientTolerance);target=new double[]{y[5],-8.594367e-01,2.735672e-01,0.08707914};TestUtils.assertEquals(polynomials[5].getCoefficients(),target,coefficientTolerance);target=new double[]{y[6],3.466465e-16,5.471344e-01,-0.08707914};TestUtils.assertEquals(polynomials[6].getCoefficients(),target,coefficientTolerance);target=new double[]{y[7],8.594367e-01,2.735672e-01,-0.17415829};TestUtils.assertEquals(polynomials[7].getCoefficients(),target,coefficientTolerance);assertEquals(Math.sqrt(2d)/ 2d,f.value(Math.PI / 4d),interpolationTolerance);assertEquals(Math.sqrt(2d)/ 2d,f.value(3d * Math.PI / 4d),interpolationTolerance);}"
"org.apache.commons.math.analysis.SplineInterpolatorTest.testIllegalArguments",0,"public void testIllegalArguments()throws MathException {UnivariateRealInterpolator i=new SplineInterpolator();try {double xval[]={0.0,1.0};double yval[]={0.0,1.0,2.0};i.interpolate(xval,yval);fail(""Failed to detect data set array with different sizes."");}catch(IllegalArgumentException iae){}try {double xval[]={0.0,1.0,0.5};double yval[]={0.0,1.0,2.0};i.interpolate(xval,yval);fail(""Failed to detect unsorted arguments."");}catch(IllegalArgumentException iae){}}"
"org.apache.commons.math.util.DefaultTransformerTest.testTransformDouble",0,"/** */public void testTransformDouble()throws Exception {double expected=1.0;Double input=Double.valueOf(expected);DefaultTransformer t=new DefaultTransformer();assertEquals(expected,t.transform(input),1.0e-4);}"
"org.apache.commons.math.util.DefaultTransformerTest.testTransformNull",0,"/** */public void testTransformNull(){DefaultTransformer t=new DefaultTransformer();try {t.transform(null);fail(""Expection MathException"");}catch(MathException e){}}"
"org.apache.commons.math.util.DefaultTransformerTest.testTransformInteger",0,"/** */public void testTransformInteger()throws Exception {double expected=1.0;Integer input=Integer.valueOf(1);DefaultTransformer t=new DefaultTransformer();assertEquals(expected,t.transform(input),1.0e-4);}"
"org.apache.commons.math.util.DefaultTransformerTest.testTransformBigDecimal",0,"/** */public void testTransformBigDecimal()throws Exception {double expected=1.0;BigDecimal input=new BigDecimal(""1.0"");DefaultTransformer t=new DefaultTransformer();assertEquals(expected,t.transform(input),1.0e-4);}"
"org.apache.commons.math.util.DefaultTransformerTest.testTransformString",0,"/** */public void testTransformString()throws Exception {double expected=1.0;String input=""1.0"";DefaultTransformer t=new DefaultTransformer();assertEquals(expected,t.transform(input),1.0e-4);}"
