test_case,faulty,test_code
"org.apache.commons.compress.archivers.ArTestCase.testArArchiveCreation",0,"public void testArArchiveCreation()throws Exception {final File output=new File(dir,""bla.ar"");final File file1=getFile(""test1.xml"");final File file2=getFile(""test2.xml"");final OutputStream out=new FileOutputStream(output);final ArchiveOutputStream os=new ArchiveStreamFactory().createArchiveOutputStream(""ar"",out);os.putArchiveEntry(new ArArchiveEntry(""test1.xml"",file1.length()));IOUtils.copy(new FileInputStream(file1),os);os.closeArchiveEntry();os.putArchiveEntry(new ArArchiveEntry(""test2.xml"",file2.length()));IOUtils.copy(new FileInputStream(file2),os);os.closeArchiveEntry();os.close();}"
"org.apache.commons.compress.archivers.ArTestCase.testArUnarchive",0,"public void testArUnarchive()throws Exception {final File output=new File(dir,""bla.ar"");{final File file1=getFile(""test1.xml"");final File file2=getFile(""test2.xml"");final OutputStream out=new FileOutputStream(output);final ArchiveOutputStream os=new ArchiveStreamFactory().createArchiveOutputStream(""ar"",out);os.putArchiveEntry(new ArArchiveEntry(""test1.xml"",file1.length()));IOUtils.copy(new FileInputStream(file1),os);os.closeArchiveEntry();os.putArchiveEntry(new ArArchiveEntry(""test2.xml"",file2.length()));IOUtils.copy(new FileInputStream(file2),os);os.closeArchiveEntry();os.close();}final File input=output;final InputStream is=new FileInputStream(input);final ArchiveInputStream in=new ArchiveStreamFactory().createArchiveInputStream(""ar"",is);final ArArchiveEntry entry=(ArArchiveEntry)in.getNextEntry();File target=new File(dir,entry.getName());final OutputStream out=new FileOutputStream(target);IOUtils.copy(in,out);out.close();in.close();}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteDir",0,"/** * Tries to delete the folder ""bla"" from a zip file. This should result in the deletion of bla/*,which actually means bla/test4.xml should be removed from this zipfile. The file something/bla (without ending,named like the folder)should not be deleted.* @throws Exception*/public void testDeleteDir()throws Exception {File input=this.createArchive(""zip"");ArchiveOutputStream out=null;ArchiveInputStream ais=null;File result=File.createTempFile(""test"","".zip"");try {final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(result));ChangeSet changes=new ChangeSet();changes.delete(""bla"");changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""testdata/test1.xml"");expected.add(""testdata/test2.xml"");expected.add(""test/test3.xml"");expected.add(""test.txt"");expected.add(""something/bla"");expected.add(""test with spaces.txt"");this.checkArchiveContent(result,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFile",0,"/** * Tries to delete the file ""bla/test5.xml"" from a zip file. This should result in the deletion of ""bla/test5.xml"".* @throws Exception*/public void testDeleteFile()throws Exception {File input=this.createArchive(""zip"");ArchiveOutputStream out=null;ArchiveInputStream ais=null;File result=File.createTempFile(""test"","".zip"");try {final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(result));ChangeSet changes=new ChangeSet();changes.delete(""bla/test5.xml"");changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""testdata/test1.xml"");expected.add(""testdata/test2.xml"");expected.add(""test/test3.xml"");expected.add(""test.txt"");expected.add(""something/bla"");expected.add(""test with spaces.txt"");expected.add(""bla/test4.xml"");expected.add(""bla/blubber/test6.xml"");this.checkArchiveContent(result,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeletePlusAdd",0,"/** * Tries to delete a directory with a file and adds a new directory with a new file and with the same name. Should delete dir1/* and add dir1/test.txt at the end* @throws Exception*/public void testDeletePlusAdd()throws Exception {File input=this.createArchive(""zip"");ArchiveOutputStream out=null;ArchiveInputStream ais=null;File result=File.createTempFile(""test"","".zip"");try {final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(result));ChangeSet changes=new ChangeSet();changes.delete(""bla"");final File file1=getFile(""test.txt"");ArchiveEntry entry=new ZipArchiveEntry(""bla/test.txt"");changes.add(entry,new FileInputStream(file1));changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""testdata/test1.xml"");expected.add(""testdata/test2.xml"");expected.add(""test/test3.xml"");expected.add(""test.txt"");expected.add(""something/bla"");expected.add(""bla/test.txt"");expected.add(""test with spaces.txt"");this.checkArchiveContent(result,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromAndAddToZip",0,"/** * Adds a file to a zip archive. Deletes an other file.* @throws Exception*/public void testDeleteFromAndAddToZip()throws Exception {File input=this.createArchive(""zip"");ArchiveOutputStream out=null;ArchiveInputStream ais=null;File result=File.createTempFile(""test"","".zip"");try {final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(result));ChangeSet changes=new ChangeSet();final File file1=getFile(""test.txt"");ArchiveEntry entry=new ZipArchiveEntry(""blub/test.txt"");changes.add(entry,new FileInputStream(file1));changes.delete(""testdata/test1.xml"");changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""testdata/test2.xml"");expected.add(""test/test3.xml"");expected.add(""blub/test.txt"");expected.add(""bla/test5.xml"");expected.add(""bla/blubber/test6.xml"");expected.add(""test.txt"");expected.add(""something/bla"");expected.add(""bla/test4.xml"");expected.add(""test with spaces.txt"");this.checkArchiveContent(result,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testAddDeleteAdd",0,"/** * add blub/test.txt + delete blub Should add dir1/test.txt and delete it afterwards. In this example,the zip archive should stay untouched.* @throws Exception*/public void testAddDeleteAdd()throws Exception {File input=this.createArchive(""zip"");ArchiveOutputStream out=null;ArchiveInputStream ais=null;File result=File.createTempFile(""test"","".zip"");try {final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(result));ChangeSet changes=new ChangeSet();final File file1=getFile(""test.txt"");ArchiveEntry entry=new ZipArchiveEntry(""blub/test.txt"");changes.add(entry,new FileInputStream(file1));changes.delete(""blub"");changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""testdata/test1.xml"");expected.add(""testdata/test2.xml"");expected.add(""test/test3.xml"");expected.add(""test.txt"");expected.add(""bla/test5.xml"");expected.add(""bla/blubber/test6.xml"");expected.add(""something/bla"");expected.add(""bla/test4.xml"");expected.add(""test with spaces.txt"");this.checkArchiveContent(result,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteAddDelete",0,"/** * delete bla + add bla/test.txt + delete bla Deletes dir1/* first,then surpresses the add of bla.txt cause there is a delete operation later.* @throws Exception*/public void testDeleteAddDelete()throws Exception {File input=this.createArchive(""zip"");ArchiveOutputStream out=null;ArchiveInputStream ais=null;File result=File.createTempFile(""test"","".zip"");try {final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(result));ChangeSet changes=new ChangeSet();changes.delete(""bla"");final File file1=getFile(""test.txt"");ArchiveEntry entry=new ZipArchiveEntry(""bla/test.txt"");changes.add(entry,new FileInputStream(file1));changes.delete(""bla"");changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""testdata/test1.xml"");expected.add(""testdata/test2.xml"");expected.add(""test/test3.xml"");expected.add(""test.txt"");expected.add(""something/bla"");expected.add(""test with spaces.txt"");this.checkArchiveContent(result,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromZip",0,"/** * Simple Delete from a zip file.* @throws Exception*/public void testDeleteFromZip()throws Exception {ArchiveOutputStream out=null;ArchiveInputStream ais=null;File temp=null;try {ChangeSet changes=new ChangeSet();changes.delete(""test2.xml"");final File input=getFile(""bla.zip"");final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""zip"",is);temp=File.createTempFile(""test"","".zip"");out=new ArchiveStreamFactory().createArchiveOutputStream(""zip"",new FileOutputStream(temp));changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""test1.xml"");this.checkArchiveContent(temp,expected);}"
"org.apache.commons.compress.changes.ChangeSetTestCase.testDeleteFromTar",0,"/** * Simple delete from a tar file* @throws Exception*/public void testDeleteFromTar()throws Exception {ArchiveOutputStream out=null;ArchiveInputStream ais=null;File temp=null;try {ChangeSet changes=new ChangeSet();changes.delete(""test2.xml"");final File input=getFile(""bla.tar"");final InputStream is=new FileInputStream(input);ais=new ArchiveStreamFactory().createArchiveInputStream(""tar"",is);temp=new File(dir,""bla.tar"");out=new ArchiveStreamFactory().createArchiveOutputStream(""tar"",new FileOutputStream(temp));changes.perform(ais,out);}finally {if (out != null)out.close();if (ais != null)ais.close();}List expected=new ArrayList();expected.add(""test1.xml"");this.checkArchiveContent(temp,expected);}"
