test_case,faulty,test_code
"com.fasterxml.jackson.databind.node.TestNumberNodes.testShort",0,"public void testShort(){ShortNode n=ShortNode.valueOf((short)1);assertStandardEquals(n);assertTrue(0 != n.hashCode());assertEquals(JsonToken.VALUE_NUMBER_INT,n.asToken());assertEquals(JsonParser.NumberType.INT,n.numberType());assertEquals(1,n.intValue());assertEquals(1L,n.longValue());assertEquals(BigDecimal.ONE,n.decimalValue());assertEquals(BigInteger.ONE,n.bigIntegerValue());assertEquals(""1"",n.asText());assertNodeNumbers(n,1,1.0);assertTrue(ShortNode.valueOf((short)0).canConvertToInt());assertTrue(ShortNode.valueOf(Short.MAX_VALUE).canConvertToInt());assertTrue(ShortNode.valueOf(Short.MIN_VALUE).canConvertToInt());assertTrue(ShortNode.valueOf((short)0).canConvertToLong());assertTrue(ShortNode.valueOf(Short.MAX_VALUE).canConvertToLong());assertTrue(ShortNode.valueOf(Short.MIN_VALUE).canConvertToLong());}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testInt",0,"public void testInt(){IntNode n=IntNode.valueOf(1);assertStandardEquals(n);assertTrue(0 != n.hashCode());assertEquals(JsonToken.VALUE_NUMBER_INT,n.asToken());assertEquals(JsonParser.NumberType.INT,n.numberType());assertEquals(1,n.intValue());assertEquals(1L,n.longValue());assertEquals(BigDecimal.ONE,n.decimalValue());assertEquals(BigInteger.ONE,n.bigIntegerValue());assertEquals(""1"",n.asText());assertEquals(""1"",n.asText(""foo""));assertNodeNumbers(n,1,1.0);assertTrue(IntNode.valueOf(0).canConvertToInt());assertTrue(IntNode.valueOf(Integer.MAX_VALUE).canConvertToInt());assertTrue(IntNode.valueOf(Integer.MIN_VALUE).canConvertToInt());assertTrue(IntNode.valueOf(0).canConvertToLong());assertTrue(IntNode.valueOf(Integer.MAX_VALUE).canConvertToLong());assertTrue(IntNode.valueOf(Integer.MIN_VALUE).canConvertToLong());}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testLong",0,"public void testLong(){LongNode n=LongNode.valueOf(1L);assertStandardEquals(n);assertTrue(0 != n.hashCode());assertEquals(JsonToken.VALUE_NUMBER_INT,n.asToken());assertEquals(JsonParser.NumberType.LONG,n.numberType());assertEquals(1,n.intValue());assertEquals(1L,n.longValue());assertEquals(BigDecimal.ONE,n.decimalValue());assertEquals(BigInteger.ONE,n.bigIntegerValue());assertEquals(""1"",n.asText());assertNodeNumbers(n,1,1.0);assertTrue(LongNode.valueOf(0).canConvertToInt());assertTrue(LongNode.valueOf(Integer.MAX_VALUE).canConvertToInt());assertTrue(LongNode.valueOf(Integer.MIN_VALUE).canConvertToInt());assertFalse(LongNode.valueOf(1L + Integer.MAX_VALUE).canConvertToInt());assertFalse(LongNode.valueOf(-1L + Integer.MIN_VALUE).canConvertToInt());assertTrue(LongNode.valueOf(0L).canConvertToLong());assertTrue(LongNode.valueOf(Long.MAX_VALUE).canConvertToLong());assertTrue(LongNode.valueOf(Long.MIN_VALUE).canConvertToLong());}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testDouble",0,"public void testDouble()throws Exception {DoubleNode n=DoubleNode.valueOf(0.25);assertStandardEquals(n);assertTrue(0 != n.hashCode());assertEquals(JsonToken.VALUE_NUMBER_FLOAT,n.asToken());assertEquals(JsonParser.NumberType.DOUBLE,n.numberType());assertEquals(0,n.intValue());assertEquals(0.25,n.doubleValue());assertNotNull(n.decimalValue());assertEquals(BigInteger.ZERO,n.bigIntegerValue());assertEquals(""0.25"",n.asText());assertNodeNumbers(DoubleNode.valueOf(4.5),4,4.5);assertTrue(DoubleNode.valueOf(0).canConvertToInt());assertTrue(DoubleNode.valueOf(Integer.MAX_VALUE).canConvertToInt());assertTrue(DoubleNode.valueOf(Integer.MIN_VALUE).canConvertToInt());assertFalse(DoubleNode.valueOf(1L + Integer.MAX_VALUE).canConvertToInt());assertFalse(DoubleNode.valueOf(-1L + Integer.MIN_VALUE).canConvertToInt());assertTrue(DoubleNode.valueOf(0L).canConvertToLong());assertTrue(DoubleNode.valueOf(Long.MAX_VALUE).canConvertToLong());assertTrue(DoubleNode.valueOf(Long.MIN_VALUE).canConvertToLong());JsonNode num=objectMapper().readTree("" -0.0"");assertTrue(num.isDouble());n=(DoubleNode)num;assertEquals(-0.0,n.doubleValue());assertEquals(""-0.0"",String.valueOf(n.doubleValue()));}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testFloat",0,"public void testFloat(){FloatNode n=FloatNode.valueOf(0.45f);assertStandardEquals(n);assertTrue(0 != n.hashCode());assertEquals(JsonToken.VALUE_NUMBER_FLOAT,n.asToken());assertEquals(JsonParser.NumberType.FLOAT,n.numberType());assertEquals(0,n.intValue());assertEquals(0.45f,n.floatValue());assertEquals(""0.45"",n.asText());assertEquals(""0.45"",String.valueOf((float)n.doubleValue()));assertNotNull(n.decimalValue());assertEquals(BigInteger.ZERO,n.bigIntegerValue());assertEquals(""0.45"",n.asText());assertNodeNumbers(FloatNode.valueOf(4.5f),4,4.5f);assertTrue(FloatNode.valueOf(0).canConvertToInt());assertTrue(FloatNode.valueOf(Integer.MAX_VALUE).canConvertToInt());assertTrue(FloatNode.valueOf(Integer.MIN_VALUE).canConvertToInt());assertFalse(FloatNode.valueOf(1000L + Integer.MAX_VALUE).canConvertToInt());assertFalse(FloatNode.valueOf(-1000L + Integer.MIN_VALUE).canConvertToInt());assertTrue(FloatNode.valueOf(0L).canConvertToLong());assertTrue(FloatNode.valueOf(Integer.MAX_VALUE).canConvertToLong());assertTrue(FloatNode.valueOf(Integer.MIN_VALUE).canConvertToLong());}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testDecimalNode",0,"public void testDecimalNode()throws Exception {DecimalNode n=DecimalNode.valueOf(BigDecimal.ONE);assertStandardEquals(n);assertTrue(n.equals(new DecimalNode(BigDecimal.ONE)));assertEquals(JsonToken.VALUE_NUMBER_FLOAT,n.asToken());assertEquals(JsonParser.NumberType.BIG_DECIMAL,n.numberType());assertTrue(n.isNumber());assertFalse(n.isIntegralNumber());assertTrue(n.isBigDecimal());assertEquals(BigDecimal.ONE,n.numberValue());assertEquals(1,n.intValue());assertEquals(1L,n.longValue());assertEquals(BigDecimal.ONE,n.decimalValue());assertEquals(""1"",n.asText());assertNodeNumbers(n,1,1.0);assertTrue(DecimalNode.valueOf(BigDecimal.ZERO).canConvertToInt());assertTrue(DecimalNode.valueOf(BigDecimal.valueOf(Integer.MAX_VALUE)).canConvertToInt());assertTrue(DecimalNode.valueOf(BigDecimal.valueOf(Integer.MIN_VALUE)).canConvertToInt());assertFalse(DecimalNode.valueOf(BigDecimal.valueOf(1L + Integer.MAX_VALUE)).canConvertToInt());assertFalse(DecimalNode.valueOf(BigDecimal.valueOf(-1L + Integer.MIN_VALUE)).canConvertToInt());assertTrue(DecimalNode.valueOf(BigDecimal.ZERO).canConvertToLong());assertTrue(DecimalNode.valueOf(BigDecimal.valueOf(Long.MAX_VALUE)).canConvertToLong());assertTrue(DecimalNode.valueOf(BigDecimal.valueOf(Long.MIN_VALUE)).canConvertToLong());}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testDecimalNodeEqualsHashCode",0,"public void testDecimalNodeEqualsHashCode(){BigDecimal b1=BigDecimal.ONE;BigDecimal b2=new BigDecimal(""1.0"");BigDecimal b3=new BigDecimal(""0.01e2"");BigDecimal b4=new BigDecimal(""1000e-3"");DecimalNode node1=new DecimalNode(b1);DecimalNode node2=new DecimalNode(b2);DecimalNode node3=new DecimalNode(b3);DecimalNode node4=new DecimalNode(b4);assertEquals(node1.hashCode(),node2.hashCode());assertEquals(node2.hashCode(),node3.hashCode());assertEquals(node3.hashCode(),node4.hashCode());assertEquals(node1,node2);assertEquals(node2,node1);assertEquals(node2,node3);assertEquals(node3,node4);}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testBigIntegerNode",0,"public void testBigIntegerNode()throws Exception {BigIntegerNode n=BigIntegerNode.valueOf(BigInteger.ONE);assertStandardEquals(n);assertTrue(n.equals(new BigIntegerNode(BigInteger.ONE)));assertEquals(JsonToken.VALUE_NUMBER_INT,n.asToken());assertEquals(JsonParser.NumberType.BIG_INTEGER,n.numberType());assertTrue(n.isNumber());assertTrue(n.isIntegralNumber());assertTrue(n.isBigInteger());assertEquals(BigInteger.ONE,n.numberValue());assertEquals(1,n.intValue());assertEquals(1L,n.longValue());assertEquals(BigInteger.ONE,n.bigIntegerValue());assertEquals(""1"",n.asText());assertNodeNumbers(n,1,1.0);BigInteger maxLong=BigInteger.valueOf(Long.MAX_VALUE);n=BigIntegerNode.valueOf(maxLong);assertEquals(Long.MAX_VALUE,n.longValue());ObjectMapper mapper=new ObjectMapper();JsonNode n2=mapper.readTree(maxLong.toString());assertEquals(Long.MAX_VALUE,n2.longValue());BigInteger beyondLong=maxLong.shiftLeft(2);n2=mapper.readTree(beyondLong.toString());assertEquals(beyondLong,n2.bigIntegerValue());assertTrue(BigIntegerNode.valueOf(BigInteger.ZERO).canConvertToInt());assertTrue(BigIntegerNode.valueOf(BigInteger.valueOf(Integer.MAX_VALUE)).canConvertToInt());assertTrue(BigIntegerNode.valueOf(BigInteger.valueOf(Integer.MIN_VALUE)).canConvertToInt());assertFalse(BigIntegerNode.valueOf(BigInteger.valueOf(1L + Integer.MAX_VALUE)).canConvertToInt());assertFalse(BigIntegerNode.valueOf(BigInteger.valueOf(-1L + Integer.MIN_VALUE)).canConvertToInt());assertTrue(BigIntegerNode.valueOf(BigInteger.ZERO).canConvertToLong());assertTrue(BigIntegerNode.valueOf(BigInteger.valueOf(Long.MAX_VALUE)).canConvertToLong());assertTrue(BigIntegerNode.valueOf(BigInteger.valueOf(Long.MIN_VALUE)).canConvertToLong());}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testBigDecimalAsPlain",0,"public void testBigDecimalAsPlain()throws Exception {ObjectMapper mapper=new ObjectMapper().enable(DeserializationFeature.USE_BIG_DECIMAL_FOR_FLOATS).enable(JsonGenerator.Feature.WRITE_BIGDECIMAL_AS_PLAIN);final String INPUT=""{\""x\"":1e2}"";final JsonNode node=mapper.readTree(INPUT);String result=mapper.writeValueAsString(node);assertEquals(""{\""x\"":100}"",result);assertEquals(""{\""x\"":100}"",mapper.writer().writeValueAsString(node));BigDecimal bigDecimal=new BigDecimal(100);JsonNode tree=mapper.valueToTree(bigDecimal);assertEquals(""100"",mapper.writeValueAsString(tree));}"
"com.fasterxml.jackson.databind.node.TestNumberNodes.testCanonicalNumbers",0,"public void testCanonicalNumbers()throws Exception {JsonNodeFactory f=new JsonNodeFactory();NumericNode n=f.numberNode(123);assertTrue(n.isInt());n=f.numberNode(1L + Integer.MAX_VALUE);assertFalse(n.isInt());assertTrue(n.isLong());n=f.numberNode(123L);assertTrue(n.isLong());}"
