test_case,faulty,test_code
"org.apache.commons.codec.binary.Base64InputStreamTest.testBase64EmptyInputStream",0,"/** * Tests the Base64InputStream implementation against empty input.* @throws Exception for some failure scenarios.*/public void testBase64EmptyInputStream()throws Exception {byte[]emptyEncoded=new byte[0];byte[]emptyDecoded=new byte[0];testByteByByte(emptyEncoded,emptyDecoded,76,CRLF);testByChunk(emptyEncoded,emptyDecoded,76,CRLF);}"
"org.apache.commons.codec.binary.Base64InputStreamTest.testBase64InputStreamByChunk",0,"/** * Tests the Base64InputStream implementation.* @throws Exception for some failure scenarios.*/public void testBase64InputStreamByChunk()throws Exception {byte[]encoded=StringUtils.getBytesUtf8(""SGVsbG8gV29ybGQ=\r\n"");byte[]decoded=StringUtils.getBytesUtf8(STRING_FIXTURE);testByChunk(encoded,decoded,76,CRLF);encoded=StringUtils.getBytesUtf8(""AA==\r\n"");decoded=new byte[]{(byte)0};testByChunk(encoded,decoded,76,CRLF);encoded=StringUtils.getBytesUtf8(Base64TestData.ENCODED_64_CHARS_PER_LINE);decoded=Base64TestData.DECODED;testByChunk(encoded,decoded,64,LF);String singleLine=Base64TestData.ENCODED_64_CHARS_PER_LINE.replaceAll(""\n"","""");encoded=StringUtils.getBytesUtf8(singleLine);decoded=Base64TestData.DECODED;testByChunk(encoded,decoded,0,LF);for (int i=0;i <= 150;i++){byte[][]randomData=Base64TestData.randomData(i,false);encoded=randomData[1];decoded=randomData[0];testByChunk(encoded,decoded,0,LF);}}"
"org.apache.commons.codec.binary.Base64InputStreamTest.testBase64InputStreamByteByByte",0,"/** * Tests the Base64InputStream implementation.* @throws Exception for some failure scenarios.*/public void testBase64InputStreamByteByByte()throws Exception {byte[]encoded=StringUtils.getBytesUtf8(""SGVsbG8gV29ybGQ=\r\n"");byte[]decoded=StringUtils.getBytesUtf8(STRING_FIXTURE);testByteByByte(encoded,decoded,76,CRLF);encoded=StringUtils.getBytesUtf8(""AA==\r\n"");decoded=new byte[]{(byte)0};testByteByByte(encoded,decoded,76,CRLF);encoded=StringUtils.getBytesUtf8(Base64TestData.ENCODED_64_CHARS_PER_LINE);decoded=Base64TestData.DECODED;testByteByByte(encoded,decoded,64,LF);String singleLine=Base64TestData.ENCODED_64_CHARS_PER_LINE.replaceAll(""\n"","""");encoded=StringUtils.getBytesUtf8(singleLine);decoded=Base64TestData.DECODED;testByteByByte(encoded,decoded,0,LF);for (int i=0;i <= 150;i++){byte[][]randomData=Base64TestData.randomData(i,false);encoded=randomData[1];decoded=randomData[0];testByteByByte(encoded,decoded,0,LF);}}"
"org.apache.commons.codec.binary.Base64InputStreamTest.testMarkSupported",0,"/** * Tests markSupported.* @throws Exception*/public void testMarkSupported()throws Exception {byte[]decoded=StringUtils.getBytesUtf8(STRING_FIXTURE);ByteArrayInputStream bin=new ByteArrayInputStream(decoded);Base64InputStream in=new Base64InputStream(bin,true,4,new byte[]{0,0,0});assertFalse(""Base64InputStream.markSupported()is false"",in.markSupported());}"
"org.apache.commons.codec.binary.Base64InputStreamTest.testRead0",0,"/** * Tests read returning 0* @throws Exception*/public void testRead0()throws Exception {byte[]decoded=StringUtils.getBytesUtf8(STRING_FIXTURE);byte[]buf=new byte[1024];int bytesRead=0;ByteArrayInputStream bin=new ByteArrayInputStream(decoded);Base64InputStream in=new Base64InputStream(bin,true,4,new byte[]{0,0,0});bytesRead=in.read(buf,0,0);assertEquals(""Base64InputStream.read(buf,0,0)returns 0"",0,bytesRead);}"
"org.apache.commons.codec.binary.Base64InputStreamTest.testReadNull",0,"/** * Tests read with null.* @throws Exception for some failure scenarios.*/public void testReadNull()throws Exception {byte[]decoded=StringUtils.getBytesUtf8(STRING_FIXTURE);ByteArrayInputStream bin=new ByteArrayInputStream(decoded);Base64InputStream in=new Base64InputStream(bin,true,4,new byte[]{0,0,0});try {in.read(null,0,0);fail(""Base64InputStream.read(null,0,0)to throw a NullPointerException"");}catch(NullPointerException e){}}"
"org.apache.commons.codec.binary.Base64InputStreamTest.testReadOutOfBounds",0,"/** * Tests read throwing IndexOutOfBoundsException* @throws Exception*/public void testReadOutOfBounds()throws Exception {byte[]decoded=StringUtils.getBytesUtf8(STRING_FIXTURE);byte[]buf=new byte[1024];ByteArrayInputStream bin=new ByteArrayInputStream(decoded);Base64InputStream in=new Base64InputStream(bin,true,4,new byte[]{0,0,0});try {in.read(buf,-1,0);fail(""Expected Base64InputStream.read(buf,-1,0)to throw IndexOutOfBoundsException"");}catch(IndexOutOfBoundsException e){}try {in.read(buf,0,-1);fail(""Expected Base64InputStream.read(buf,0,-1)to throw IndexOutOfBoundsException"");}catch(IndexOutOfBoundsException e){}try {in.read(buf,buf.length + 1,0);fail(""Base64InputStream.read(buf,buf.length + 1,0)throws IndexOutOfBoundsException"");}catch(IndexOutOfBoundsException e){}try {in.read(buf,buf.length - 1,2);fail(""Base64InputStream.read(buf,buf.length - 1,2)throws IndexOutOfBoundsException"");}catch(IndexOutOfBoundsException e){}}"
"org.apache.commons.codec.CharEncodingTest.testConstructor",0,"/** * We could make the constructor private in the future,it's a matter a style.*/public void testConstructor(){new CharEncoding();}"
"org.apache.commons.codec.CharEncodingTest.testIso8859_1",0,"public void testIso8859_1(){Assert.assertEquals(""ISO-8859-1"",CharEncoding.ISO_8859_1);}"
"org.apache.commons.codec.CharEncodingTest.testUsAscii",0,"public void testUsAscii(){Assert.assertEquals(""US-ASCII"",CharEncoding.US_ASCII);}"
